snippet,key_factor,version,prompt,tests_passed,tests_failed,tests_errors,man_tests_passed,man_tests_failed,man_tests_errors,Note
JobSchedulingWithDeadline,KF2,v3,pKF0,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v3,pKF1,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v3,pKF2,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v4,pKF0,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v4,pKF1,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v4,pKF2,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v5,pKF0,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v5,pKF1,5,0,0,,,,
JobSchedulingWithDeadline,KF2,v5,pKF2,5,0,0,,,,
JobSequencing,KF0,v0,nop,1,0,0,,,,
JobSequencing,KF0,v1,pKF0,1,0,0,,,,
JobSequencing,KF0,v1,pKF1,1,0,0,,,,
JobSequencing,KF0,v1,pKF2,1,0,0,,,,
JobSequencing,KF0,v2,pKF0,1,0,0,,,,
JobSequencing,KF0,v2,pKF1,1,0,0,,,,
JobSequencing,KF0,v2,pKF2,1,0,0,,,,
JobSequencing,KF0,v3,pKF0,1,0,0,,,,
JobSequencing,KF0,v3,pKF1,1,0,0,,,,
JobSequencing,KF0,v3,pKF2,1,0,0,,,,
JobSequencing,KF0,v4,pKF0,1,0,0,,,,
JobSequencing,KF0,v4,pKF1,1,0,0,,,,
JobSequencing,KF0,v4,pKF2,1,0,0,,,,
JobSequencing,KF0,v5,pKF0,1,0,0,,,,
JobSequencing,KF0,v5,pKF1,1,0,0,,,,
JobSequencing,KF0,v5,pKF2,1,0,0,,,,
JobSequencing,KF1,v0,nop,,,,,,,
JobSequencing,KF1,v1,pKF0,,,,,,,
JobSequencing,KF1,v1,pKF1,1,0,0,,,,
JobSequencing,KF1,v1,pKF2,1,0,0,,,,
JobSequencing,KF1,v2,pKF0,,,,,,,
JobSequencing,KF1,v2,pKF1,1,0,0,,,,
JobSequencing,KF1,v2,pKF2,1,0,0,,,,
JobSequencing,KF1,v3,pKF0,,,,,,,
JobSequencing,KF1,v3,pKF1,1,0,0,,,,
JobSequencing,KF1,v3,pKF2,1,0,0,,,,
JobSequencing,KF1,v4,pKF0,,,,,,,
JobSequencing,KF1,v4,pKF1,1,0,0,,,,
JobSequencing,KF1,v4,pKF2,1,0,0,,,,
JobSequencing,KF1,v5,pKF0,,,,,,,
JobSequencing,KF1,v5,pKF1,1,0,0,,,,
JobSequencing,KF1,v5,pKF2,1,0,0,,,,
JobSequencing,KF2,v0,nop,1,0,0,,,,
JobSequencing,KF2,v1,pKF0,1,0,0,,,,
JobSequencing,KF2,v1,pKF1,1,0,0,,,,
JobSequencing,KF2,v1,pKF2,1,0,0,,,,
JobSequencing,KF2,v2,pKF0,1,0,0,,,,
JobSequencing,KF2,v2,pKF1,1,0,0,,,,
JobSequencing,KF2,v2,pKF2,1,0,0,,,,
JobSequencing,KF2,v3,pKF0,1,0,0,,,,
JobSequencing,KF2,v3,pKF1,1,0,0,,,,
JobSequencing,KF2,v3,pKF2,1,0,0,,,,
JobSequencing,KF2,v4,pKF0,1,0,0,,,,
JobSequencing,KF2,v4,pKF1,1,0,0,,,,
JobSequencing,KF2,v4,pKF2,1,0,0,,,,
JobSequencing,KF2,v5,pKF0,1,0,0,,,,
JobSequencing,KF2,v5,pKF1,1,0,0,,,,
JobSequencing,KF2,v5,pKF2,1,0,0,,,,
JohnsonsAlgorithm,KF0,v0,nop,11,0,0,,,,
JohnsonsAlgorithm,KF0,v1,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF0,v1,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF0,v1,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF0,v2,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF0,v2,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF0,v2,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF0,v3,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF0,v3,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF0,v3,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF0,v4,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF0,v4,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF0,v4,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF0,v5,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF0,v5,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF0,v5,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v0,nop,11,0,0,,,,
JohnsonsAlgorithm,KF1,v1,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF1,v1,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF1,v1,pKF2,11,0,0,,,,
JohnsonsAlgorithm,KF1,v2,pKF0,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v2,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF1,v2,pKF2,11,0,0,,,,
JohnsonsAlgorithm,KF1,v3,pKF0,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v3,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF1,v3,pKF2,11,0,0,,,,
JohnsonsAlgorithm,KF1,v4,pKF0,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v4,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF1,v4,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v5,pKF0,9,2,0,9,2,0,
JohnsonsAlgorithm,KF1,v5,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF1,v5,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF2,v0,nop,11,0,0,,,,
JohnsonsAlgorithm,KF2,v1,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF2,v1,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF2,v1,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF2,v2,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF2,v2,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF2,v2,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF2,v3,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF2,v3,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF2,v3,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF2,v4,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF2,v4,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF2,v4,pKF2,9,2,0,9,2,0,
JohnsonsAlgorithm,KF2,v5,pKF0,11,0,0,,,,
JohnsonsAlgorithm,KF2,v5,pKF1,11,0,0,,,,
JohnsonsAlgorithm,KF2,v5,pKF2,9,2,0,9,2,0,
JugglerSequence,KF0,v0,nop,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v1,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v1,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v1,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v2,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v2,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v2,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v3,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v3,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v3,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v4,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v4,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v4,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v5,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v5,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF0,v5,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v0,nop,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v1,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v1,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v1,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v2,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v2,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v2,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v3,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v3,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v3,pKF2,,,,,,,
JugglerSequence,KF1,v4,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v4,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v4,pKF2,,,,,,,
JugglerSequence,KF1,v5,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v5,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF1,v5,pKF2,,,,,,,
JugglerSequence,KF2,v0,nop,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v1,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v1,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v1,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v2,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v2,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v2,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v3,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v3,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v3,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v4,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v4,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v4,pKF2,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v5,pKF0,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v5,pKF1,0,4,0,4,0,0,Windows linebreak issue
JugglerSequence,KF2,v5,pKF2,0,4,0,4,0,0,Windows linebreak issue
KahnsAlgorithm,KF0,v0,nop,0,0,0,,,,
KahnsAlgorithm,KF0,v1,pKF0,0,0,0,,,,
KahnsAlgorithm,KF0,v1,pKF1,0,0,0,,,,
KahnsAlgorithm,KF0,v1,pKF2,0,0,0,,,,
KahnsAlgorithm,KF0,v2,pKF0,0,0,0,,,,
KahnsAlgorithm,KF0,v2,pKF1,0,0,0,,,,
KahnsAlgorithm,KF0,v2,pKF2,0,0,0,,,,
KahnsAlgorithm,KF0,v3,pKF0,0,0,0,,,,
KahnsAlgorithm,KF0,v3,pKF1,0,0,0,,,,
KahnsAlgorithm,KF0,v3,pKF2,0,0,0,,,,
KahnsAlgorithm,KF0,v4,pKF0,0,0,0,,,,
KahnsAlgorithm,KF0,v4,pKF1,0,0,0,,,,
KahnsAlgorithm,KF0,v4,pKF2,0,0,0,,,,
KahnsAlgorithm,KF0,v5,pKF0,0,0,0,,,,
KahnsAlgorithm,KF0,v5,pKF1,0,0,0,,,,
KahnsAlgorithm,KF0,v5,pKF2,0,0,0,,,,
KahnsAlgorithm,KF1,v0,nop,0,0,0,,,,
KahnsAlgorithm,KF1,v1,pKF0,0,0,0,,,,
KahnsAlgorithm,KF1,v1,pKF1,0,0,0,,,,
KahnsAlgorithm,KF1,v1,pKF2,0,0,0,,,,
KahnsAlgorithm,KF1,v2,pKF0,0,0,0,,,,
KahnsAlgorithm,KF1,v2,pKF1,0,0,0,,,,
KahnsAlgorithm,KF1,v2,pKF2,0,0,0,,,,
KahnsAlgorithm,KF1,v3,pKF0,0,0,0,,,,
KahnsAlgorithm,KF1,v3,pKF1,0,0,0,,,,
KahnsAlgorithm,KF1,v3,pKF2,0,0,0,,,,
KahnsAlgorithm,KF1,v4,pKF0,0,0,0,,,,
KahnsAlgorithm,KF1,v4,pKF1,0,0,0,,,,
KahnsAlgorithm,KF1,v4,pKF2,0,0,0,,,,
KahnsAlgorithm,KF1,v5,pKF0,0,0,0,,,,
KahnsAlgorithm,KF1,v5,pKF1,0,0,0,,,,
KahnsAlgorithm,KF1,v5,pKF2,0,0,0,,,,
KahnsAlgorithm,KF2,v0,nop,0,0,0,,,,
KahnsAlgorithm,KF2,v1,pKF0,0,0,0,,,,
KahnsAlgorithm,KF2,v1,pKF1,0,0,0,,,,
KahnsAlgorithm,KF2,v1,pKF2,0,0,0,,,,
KahnsAlgorithm,KF2,v2,pKF0,0,0,0,,,,
KahnsAlgorithm,KF2,v2,pKF1,0,0,0,,,,
KahnsAlgorithm,KF2,v2,pKF2,0,0,0,,,,
KahnsAlgorithm,KF2,v3,pKF0,0,0,0,,,,
KahnsAlgorithm,KF2,v3,pKF1,0,0,0,,,,
KahnsAlgorithm,KF2,v3,pKF2,0,0,0,,,,
KahnsAlgorithm,KF2,v4,pKF0,0,0,0,,,,
KahnsAlgorithm,KF2,v4,pKF1,0,0,0,,,,
KahnsAlgorithm,KF2,v4,pKF2,0,0,0,,,,
KahnsAlgorithm,KF2,v5,pKF0,0,0,0,,,,
KahnsAlgorithm,KF2,v5,pKF1,0,0,0,,,,
KahnsAlgorithm,KF2,v5,pKF2,0,0,0,,,,
KaprekarNumbers,KF0,v0,nop,,,,,,,
KaprekarNumbers,KF0,v1,pKF0,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v1,pKF1,,,,,,,
KaprekarNumbers,KF0,v1,pKF2,20,9,0,22,7,0,Exception throw/return false
KaprekarNumbers,KF0,v2,pKF0,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v2,pKF1,,,,,,,
KaprekarNumbers,KF0,v2,pKF2,20,9,0,22,7,0,Exception throw/return false
KaprekarNumbers,KF0,v3,pKF0,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v3,pKF1,,,,,,,
KaprekarNumbers,KF0,v3,pKF2,20,9,0,22,7,0,Exception throw/return false
KaprekarNumbers,KF0,v4,pKF0,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v4,pKF1,,,,,,,
KaprekarNumbers,KF0,v4,pKF2,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v5,pKF0,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF0,v5,pKF1,,,,,,,
KaprekarNumbers,KF0,v5,pKF2,25,4,0,27,2,0,Exception throw/return false
KaprekarNumbers,KF1,v0,nop,,,,,,,
KaprekarNumbers,KF1,v1,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v1,pKF1,,,,,,,
KaprekarNumbers,KF1,v1,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v2,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v2,pKF1,,,,,,,
KaprekarNumbers,KF1,v2,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v3,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v3,pKF1,,,,,,,
KaprekarNumbers,KF1,v3,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v4,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v4,pKF1,,,,,,,
KaprekarNumbers,KF1,v4,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v5,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF1,v5,pKF1,,,,,,,
KaprekarNumbers,KF1,v5,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v0,nop,,,,,,,
KaprekarNumbers,KF2,v1,pKF0,,,,,,,
KaprekarNumbers,KF2,v1,pKF1,,,,,,,
KaprekarNumbers,KF2,v1,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v2,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v2,pKF1,,,,,,,
KaprekarNumbers,KF2,v2,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v3,pKF0,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v3,pKF1,,,,,,,
KaprekarNumbers,KF2,v3,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v4,pKF0,20,9,0,22,8,0,Exception throw/return false
KaprekarNumbers,KF2,v4,pKF1,,,,,,,
KaprekarNumbers,KF2,v4,pKF2,21,8,0,23,6,0,Exception throw/return false
KaprekarNumbers,KF2,v5,pKF0,20,9,0,22,8,0,Exception throw/return false
KaprekarNumbers,KF2,v5,pKF1,,,,,,,
KaprekarNumbers,KF2,v5,pKF2,21,8,0,23,6,0,Exception throw/return false
KCenters,KF0,v0,nop,1,0,0,,,,
KCenters,KF0,v1,pKF0,0,1,0,0,1,0,
KCenters,KF0,v1,pKF1,1,0,0,,,,
KCenters,KF0,v1,pKF2,1,0,0,,,,
KCenters,KF0,v2,pKF0,0,1,0,0,1,0,
KCenters,KF0,v2,pKF1,1,0,0,,,,
KCenters,KF0,v2,pKF2,1,0,0,,,,
KCenters,KF0,v3,pKF0,0,1,0,0,1,0,
KCenters,KF0,v3,pKF1,1,0,0,,,,
KCenters,KF0,v3,pKF2,1,0,0,,,,
KCenters,KF0,v4,pKF0,0,1,0,0,1,0,
KCenters,KF0,v4,pKF1,1,0,0,,,,
KCenters,KF0,v4,pKF2,1,0,0,,,,
KCenters,KF0,v5,pKF0,0,1,0,0,1,0,
KCenters,KF0,v5,pKF1,1,0,0,,,,
KCenters,KF0,v5,pKF2,1,0,0,,,,
KCenters,KF1,v0,nop,1,0,0,,,,
KCenters,KF1,v1,pKF0,1,0,0,,,,
KCenters,KF1,v1,pKF1,1,0,0,,,,
KCenters,KF1,v1,pKF2,1,0,0,,,,
KCenters,KF1,v2,pKF0,0,1,0,0,1,0,
KCenters,KF1,v2,pKF1,1,0,0,,,,
KCenters,KF1,v2,pKF2,1,0,0,,,,
KCenters,KF1,v3,pKF0,0,1,0,0,1,0,
KCenters,KF1,v3,pKF1,1,0,0,,,,
KCenters,KF1,v3,pKF2,1,0,0,,,,
KCenters,KF1,v4,pKF0,0,1,0,0,1,0,
KCenters,KF1,v4,pKF1,1,0,0,,,,
KCenters,KF1,v4,pKF2,1,0,0,,,,
KCenters,KF1,v5,pKF0,0,1,0,0,1,0,
KCenters,KF1,v5,pKF1,1,0,0,,,,
KCenters,KF1,v5,pKF2,1,0,0,,,,
KCenters,KF2,v0,nop,1,0,0,,,,
KCenters,KF2,v1,pKF0,0,1,0,0,1,0,
KCenters,KF2,v1,pKF1,1,0,0,,,,
KCenters,KF2,v1,pKF2,1,0,0,,,,
KCenters,KF2,v2,pKF0,0,1,0,0,1,0,
KCenters,KF2,v2,pKF1,1,0,0,,,,
KCenters,KF2,v2,pKF2,1,0,0,,,,
KCenters,KF2,v3,pKF0,0,1,0,0,1,0,
KCenters,KF2,v3,pKF1,1,0,0,,,,
KCenters,KF2,v3,pKF2,1,0,0,,,,
KCenters,KF2,v4,pKF0,0,1,0,0,1,0,
KCenters,KF2,v4,pKF1,1,0,0,,,,
KCenters,KF2,v4,pKF2,1,0,0,,,,
KCenters,KF2,v5,pKF0,0,1,0,0,1,0,
KCenters,KF2,v5,pKF1,1,0,0,,,,
KCenters,KF2,v5,pKF2,1,0,0,,,,
KeithNumber,KF0,v0,nop,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v1,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v1,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v1,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v2,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v2,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v2,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v3,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v3,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v3,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v4,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v4,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v4,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v5,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v5,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF0,v5,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF1,v0,nop,,,,,,,
KeithNumber,KF1,v1,pKF0,,,,,,,
KeithNumber,KF1,v1,pKF1,,,,,,,
KeithNumber,KF1,v1,pKF2,,,,,,,
KeithNumber,KF1,v2,pKF0,,,,,,,
KeithNumber,KF1,v2,pKF1,,,,,,,
KeithNumber,KF1,v2,pKF2,,,,,,,
KeithNumber,KF1,v3,pKF0,,,,,,,
KeithNumber,KF1,v3,pKF1,,,,,,,
KeithNumber,KF1,v3,pKF2,,,,,,,
KeithNumber,KF1,v4,pKF0,,,,,,,
KeithNumber,KF1,v4,pKF1,,,,,,,
KeithNumber,KF1,v4,pKF2,,,,,,,
KeithNumber,KF1,v5,pKF0,,,,,,,
KeithNumber,KF1,v5,pKF1,,,,,,,
KeithNumber,KF1,v5,pKF2,,,,,,,
KeithNumber,KF2,v0,nop,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v1,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v1,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v1,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v2,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v2,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v2,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v3,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v3,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v3,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v4,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v4,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v4,pKF2,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v5,pKF0,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v5,pKF1,10,2,0,12,0,0,Clash in test file version
KeithNumber,KF2,v5,pKF2,10,2,0,12,0,0,Clash in test file version
KMP,KF0,v0,nop,0,0,0,,,,
KMP,KF0,v1,pKF0,0,0,0,,,,
KMP,KF0,v1,pKF1,0,0,0,,,,
KMP,KF0,v1,pKF2,0,0,0,,,,
KMP,KF0,v2,pKF0,0,0,0,,,,
KMP,KF0,v2,pKF1,0,0,0,,,,
KMP,KF0,v2,pKF2,0,0,0,,,,
KMP,KF0,v3,pKF0,0,0,0,,,,
KMP,KF0,v3,pKF1,0,0,0,,,,
KMP,KF0,v3,pKF2,0,0,0,,,,
KMP,KF0,v4,pKF0,0,0,0,,,,
KMP,KF0,v4,pKF1,0,0,0,,,,
KMP,KF0,v4,pKF2,0,0,0,,,,
KMP,KF0,v5,pKF0,0,0,0,,,,
KMP,KF0,v5,pKF1,0,0,0,,,,
KMP,KF0,v5,pKF2,0,0,0,,,,
KMP,KF1,v0,nop,0,0,0,,,,
KMP,KF1,v1,pKF0,0,0,0,,,,
KMP,KF1,v1,pKF1,0,0,0,,,,
KMP,KF1,v1,pKF2,0,0,0,,,,
KMP,KF1,v2,pKF0,0,0,0,,,,
KMP,KF1,v2,pKF1,0,0,0,,,,
KMP,KF1,v2,pKF2,0,0,0,,,,
KMP,KF1,v3,pKF0,0,0,0,,,,
KMP,KF1,v3,pKF1,0,0,0,,,,
KMP,KF1,v3,pKF2,0,0,0,,,,
KMP,KF1,v4,pKF0,0,0,0,,,,
KMP,KF1,v4,pKF1,0,0,0,,,,
KMP,KF1,v4,pKF2,0,0,0,,,,
KMP,KF1,v5,pKF0,0,0,0,,,,
KMP,KF1,v5,pKF1,0,0,0,,,,
KMP,KF1,v5,pKF2,0,0,0,,,,
KMP,KF2,v0,nop,0,0,0,,,,
KMP,KF2,v1,pKF0,0,0,0,,,,
KMP,KF2,v1,pKF1,0,0,0,,,,
KMP,KF2,v1,pKF2,0,0,0,,,,
KMP,KF2,v2,pKF0,0,0,0,,,,
KMP,KF2,v2,pKF1,0,0,0,,,,
KMP,KF2,v2,pKF2,0,0,0,,,,
KMP,KF2,v3,pKF0,0,0,0,,,,
KMP,KF2,v3,pKF1,0,0,0,,,,
KMP,KF2,v3,pKF2,0,0,0,,,,
KMP,KF2,v4,pKF0,0,0,0,,,,
KMP,KF2,v4,pKF1,0,0,0,,,,
KMP,KF2,v4,pKF2,0,0,0,,,,
KMP,KF2,v5,pKF0,0,0,0,,,,
KMP,KF2,v5,pKF1,0,0,0,,,,
KMP,KF2,v5,pKF2,0,0,0,,,,
KMPSearch,KF0,v0,nop,5,0,0,,,,
KMPSearch,KF0,v1,pKF0,5,0,0,,,,
KMPSearch,KF0,v1,pKF1,5,0,0,,,,
KMPSearch,KF0,v1,pKF2,5,0,0,,,,
KMPSearch,KF0,v2,pKF0,5,0,0,,,,
KMPSearch,KF0,v2,pKF1,,,,,,,
KMPSearch,KF0,v2,pKF2,5,0,0,,,,
KMPSearch,KF0,v3,pKF0,5,0,0,,,,
KMPSearch,KF0,v3,pKF1,,,,,,,
KMPSearch,KF0,v3,pKF2,5,0,0,,,,
KMPSearch,KF0,v4,pKF0,5,0,0,,,,
KMPSearch,KF0,v4,pKF1,,,,,,,
KMPSearch,KF0,v4,pKF2,5,0,0,,,,
KMPSearch,KF0,v5,pKF0,5,0,0,,,,
KMPSearch,KF0,v5,pKF1,,,,,,,
KMPSearch,KF0,v5,pKF2,5,0,0,,,,
KMPSearch,KF1,v0,nop,,,,,,,
KMPSearch,KF1,v1,pKF0,,,,,,,
KMPSearch,KF1,v1,pKF1,,,,,,,
KMPSearch,KF1,v1,pKF2,,,,,,,
KMPSearch,KF1,v2,pKF0,,,,,,,
KMPSearch,KF1,v2,pKF1,,,,,,,
KMPSearch,KF1,v2,pKF2,,,,,,,
KMPSearch,KF1,v3,pKF0,,,,,,,
KMPSearch,KF1,v3,pKF1,,,,,,,
KMPSearch,KF1,v3,pKF2,,,,,,,
KMPSearch,KF1,v4,pKF0,,,,,,,
KMPSearch,KF1,v4,pKF1,,,,,,,
KMPSearch,KF1,v4,pKF2,,,,,,,
KMPSearch,KF1,v5,pKF0,,,,,,,
KMPSearch,KF1,v5,pKF1,,,,,,,
KMPSearch,KF1,v5,pKF2,,,,,,,
KMPSearch,KF2,v0,nop,5,0,0,,,,
KMPSearch,KF2,v1,pKF0,5,0,0,,,,
KMPSearch,KF2,v1,pKF1,5,0,0,,,,
